ProductTitle,ProductId,price,Gender,Category,SubCategory,ProductType,Colour,Usage,Image,ImageURL
Gini Jony Girls Black Top,36212,2699,Girls,Apparel,Topwear,Tops,Black,Casual,36212.jpg,http://assets.myntassets.com/v1/images/style/properties/d8a787ba8bd327287a4c69fd2d0694ba_images.jpg
United Colors of Benetton Kids Girls Pink Printed Top,24985,4999,Girls,Apparel,Topwear,Tops,Pink,Casual,24985.jpg,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg
Gini and Jony Girls White Pedal Pusher,41976,7299,Girls,Apparel,Bottomwear,Capris,White,Casual,41976.jpg,http://assets.myntassets.com/v1/images/style/properties/4247c4e2995d8c399e41a03d39067a56_images.jpg
Disney Kids Girl's White Dress Pooh Kidswear,2708,3599,Girls,Apparel,Dress,Dresses,White,Casual,2708.jpg,http://assets.myntassets.com/v1/images/style/properties/43bebe24a5aeacfbef2201f0ba264fc4_images.jpg
Disney Kids Girl's Red Kidswear,2737,2600,Girls,Apparel,Topwear,Tops,Red,Casual,2737.jpg,http://assets.myntassets.com/v1/images/style/properties/35e3b397144b0e2f810be458cea913bc_images.jpg
Gini and Jony Girls Core Purple Shorts,36215,4950,Girls,Apparel,Bottomwear,Shorts,Purple,Casual,36215.jpg,http://assets.myntassets.com/v1/images/style/properties/da87d030dd2cc9003e67e29841a8b525_images.jpg
Madagascar Girls Green Innerwear Vest,37565,1999,Girls,Apparel,Innerwear,Innerwear Vests,Green,Casual,37565.jpg,http://assets.myntassets.com/v1/images/style/properties/51bb3815d90a782bd22194ceb30d4232_images.jpg
Hannah Montana Girls Pink Top,38328,5299,Girls,Apparel,Topwear,Tops,Pink,Casual,38328.jpg,http://assets.myntassets.com/v1/images/style/properties/ca791a4fd15edf47eec63b406a8058d4_images.jpg
Doodle Girls Washed Black Shorts,35437,5999,Girls,Apparel,Bottomwear,Shorts,Black,Casual,35437.jpg,http://assets.myntassets.com/v1/images/style/properties/e03bf84f412447b3f2a424bbf4fc8a70_images.jpg
Doodle Kids Girls Black Layer Top,18179,3399,Girls,Apparel,Topwear,Tops,Black,Casual,18179.jpg,http://assets.myntassets.com/v1/images/style/properties/a0742e0ff38488bb96e5f971d402ec43_images.jpg
Fabindia Girls Printed Pink Lehenga Choli,30725,1099,Girls,Apparel,Topwear,Lehenga Choli,Pink,Ethnic,30725.jpg,http://assets.myntassets.com/v1/images/style/properties/fefa355936f77e25a46b1a31c81c196d_images.jpg
Gini and Jony Girls Printed Peach Top,39836,5499,Girls,Apparel,Topwear,Tops,Peach,Casual,39836.jpg,http://assets.myntassets.com/v1/images/style/properties/99a915b2447ea8435c2fb3ace15e6669_images.jpg
Gini and Jony Girls Printed White Top,33153,6199,Girls,Apparel,Topwear,Tops,White,Casual,33153.jpg,http://assets.myntassets.com/v1/images/style/properties/c14e81ba38e2b61da5e76b91c23e6a33_images.jpg
Gini and Jony Girls Core Magenta Shorts,39831,2499,Girls,Apparel,Bottomwear,Shorts,Magenta,Casual,39831.jpg,http://assets.myntassets.com/v1/images/style/properties/6b2494c2fed66789745ba1740110981b_images.jpg
Ant Kids Girl's Sleeveless With Flower Print Kidswear,5570,1799,Girls,Apparel,Dress,Dresses,Grey,Casual,5570.jpg,http://assets.myntassets.com/v1/images/style/properties/0f3fde0541471c4ce29052eb40ed4d5d_images.jpg
Disney Kids Girl's Minnie Summer Time Pink Top,3819,4247,Girls,Apparel,Topwear,Tshirts,Pink,Casual,3819.jpg,http://assets.myntassets.com/v1/images/style/properties/7331e5fb7516a0b01479629fc1947db6_images.jpg
Hannah Montana Girls Pink Printed Top,38326,2999,Girls,Apparel,Topwear,Tops,Pink,Casual,38326.jpg,http://assets.myntassets.com/v1/images/style/properties/1e362eb632a23a34570c7bf9833aa1e4_images.jpg
Gini and Jony Girls Printed White Top,34159,2699,Girls,Apparel,Topwear,Tops,White,Casual,34159.jpg,http://assets.myntassets.com/v1/images/style/properties/1b74ee8cea9c97c3302fc04953e457c4_images.jpg
Gini and Jony Girls Kitch Peachy Pink Top,39010,2199,Girls,Apparel,Topwear,Tops,Pink,Casual,39010.jpg,http://assets.myntassets.com/v1/images/style/properties/c854d58e3ffe365a40a5ea7e4d2352c1_images.jpg
Gini and Jony Girls Black Top,41307,3499,Girls,Apparel,Topwear,Tops,Black,Casual,41307.jpg,http://assets.myntassets.com/v1/images/style/properties/790803c7032789165bb07eab1e4a5883_images.jpg
Gini and Jony Girls Purple Top,34166,2799,Girls,Apparel,Topwear,Tops,Magenta,Casual,34166.jpg,http://assets.myntassets.com/v1/images/style/properties/a31431e54b7f79cc55448b6857f83683_images.jpg
Gini and Jony Girls Black Leggings,38935,8649,Girls,Apparel,Bottomwear,Leggings,Black,Casual,38935.jpg,http://assets.myntassets.com/v1/images/style/properties/9bf1aebf2274360597b9f5e9774d44d7_images.jpg
Gini and Jony Girls Pink Shorts,38767,1799,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,38767.jpg,http://assets.myntassets.com/v1/images/style/properties/cb4e82452fa4114624b35526f46992ee_images.jpg
Gini and Jony Girls Pink Leggings,33149,1799,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,33149.jpg,http://assets.myntassets.com/v1/images/style/properties/c4ce324d240cf5a5acb89c3580fe26e0_images.jpg
Gini and Jony Girls Pink Leggings,38932,2999,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,38932.jpg,http://assets.myntassets.com/v1/images/style/properties/26f973eed1520b7c7a843068aed85a9a_images.jpg
Doodle Girls Printed Yellow Top,43691,1299,Girls,Apparel,Topwear,Tops,Yellow,Casual,43691.jpg,http://assets.myntassets.com/v1/images/style/properties/0a872ce74f02f71e0bdbe8166508539c_images.jpg
Gini and Jony Girls Black Top,34161,1399,Girls,Apparel,Topwear,Tops,Black,Casual,34161.jpg,http://assets.myntassets.com/v1/images/style/properties/710a42376524dbe89087b2b12c56a9ce_images.jpg
Gini and Jony Girls Polo Striped Blue T-shirt,41300,3999,Girls,Apparel,Topwear,Tshirts,Green,Casual,41300.jpg,http://assets.myntassets.com/v1/images/style/properties/d7366ac87251ef00ae7c3033568abdbc_images.jpg
Mr. Men Little Miss Girls Red Printed Top,38335,4299,Girls,Apparel,Topwear,Tops,Red,Casual,38335.jpg,http://assets.myntassets.com/v1/images/style/properties/49bff522d3a8f446c29f4012eed556ca_images.jpg
Doodle Girl's Hippie Chic White Teen Kidswear,8415,3599,Girls,Apparel,Topwear,Tshirts,White,Casual,8415.jpg,http://assets.myntassets.com/v1/images/style/properties/195a46e99bd3c51e2f88fe777e23bdf4_images.jpg
Gini and Jony Girls Woven Peach Top,41309,1799,Girls,Apparel,Topwear,Tops,Peach,Casual,41309.jpg,http://assets.myntassets.com/v1/images/style/properties/fd0eee34bc484a05520687ef5a0a26a6_images.jpg
Fabindia Girls Printed Magenta Salwar,30731,3999,Girls,Apparel,Bottomwear,Salwar,Magenta,Ethnic,30731.jpg,http://assets.myntassets.com/v1/images/style/properties/d60b0ba3c6e45128799668441083d47f_images.jpg
Disney Kids Girl's Pink Summer Fun Fair Kidswear,4213,2349,Girls,Apparel,Topwear,Tshirts,Pink,Casual,4213.jpg,http://assets.myntassets.com/v1/images/style/properties/d7082cd29946f004ae77646f12cb20f6_images.jpg
Gini and Jony Girls Peach Top,34157,1999,Girls,Apparel,Topwear,Tops,Peach,Casual,34157.jpg,http://assets.myntassets.com/v1/images/style/properties/eda26a65d4c060fb3172bf3927f0f7e2_images.jpg
Gini and Jony Girls Knit White Top,45568,3999,Girls,Apparel,Topwear,Tops,White,Casual,45568.jpg,http://assets.myntassets.com/v1/images/style/properties/4c8dcc8b371c62917c9bfc26731ad06e_images.jpg
Hannah Montana Girls Pink Top,38332,1799,Girls,Apparel,Topwear,Tops,Pink,Casual,38332.jpg,http://assets.myntassets.com/v1/images/style/properties/2d9f051e0a5d997c60482a498c6e7511_images.jpg
Gini and Jony Girls Blue Jeans,33147,1599,Girls,Apparel,Bottomwear,Jeans,Blue,Casual,33147.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Girls-Blue-Jeans_4e5ba6f0101300bab1d01fd08c4e2fa0_images.jpg
Doodle Girls Printed Blue Top,41755,1249,Girls,Apparel,Topwear,Tops,Blue,Casual,41755.jpg,http://assets.myntassets.com/v1/images/style/properties/30a98d17d9ac2a4ddef9f43288826e1a_images.jpg
Disney Kids Girl's Pink Kidswear,2741,2799,Girls,Apparel,Topwear,Tops,Pink,Casual,2741.jpg,http://assets.myntassets.com/v1/images/style/properties/cf8defc53a6242dc720dc826c169ca11_images.jpg
Disney Kids Girl's Yellow Summer Fun Fair Kidswear,4214,1699,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,4214.jpg,http://assets.myntassets.com/v1/images/style/properties/e36acede9349e771aa4abf311194cfb7_images.jpg
Gini and Jony Girls Printed Blue T-shirt,38769,3199,Girls,Apparel,Topwear,Tshirts,Blue,Casual,38769.jpg,http://assets.myntassets.com/v1/images/style/properties/1b54dc17dae740f9369e94ed2a43729e_images.jpg
Doodle Girls Orange Printed Dress,52124,7399,Girls,Apparel,Dress,Dresses,Orange,Casual,52124.jpg,http://assets.myntassets.com/v1/images/style/properties/673684554c38ed455696e37ec102701f_images.jpg
Disney Kids Girl's Minnie Orange Stripped Kidswear,2715,6999,Girls,Apparel,Topwear,Tops,Orange,Casual,2715.jpg,http://assets.myntassets.com/v1/images/style/properties/72dac0cf10225d04f75b8c123a47156b_images.jpg
Doodle Girls Printed Peach Top,35446,1299,Girls,Apparel,Topwear,Tops,Peach,Casual,35446.jpg,http://assets.myntassets.com/v1/images/style/properties/90d5de5b75d9656d8bec3e8d5957fc49_images.jpg
Disney Kids Girl's Pink Minnie Top With Green Bow Kidswear,3892,2099,Girls,Apparel,Topwear,Tshirts,Pink,Casual,3892.jpg,http://assets.myntassets.com/v1/images/style/properties/b3815b9becf3b7599396630e6d767602_images.jpg
Doodle Girls Printed Peach Top,35441,1899,Girls,Apparel,Topwear,Tops,Peach,Casual,35441.jpg,http://assets.myntassets.com/v1/images/style/properties/629c608c39f5738670f359dfae4ccd46_images.jpg
Gini and Jony Girls Pretty Blossom Blue Top,41998,999,Girls,Apparel,Topwear,Tops,Blue,Casual,41998.jpg,http://assets.myntassets.com/v1/images/style/properties/4873e7fc705e74ba244b436347f42677_images.jpg
Palm Tree Girls White Top,38950,1999,Girls,Apparel,Topwear,Tops,White,Casual,38950.jpg,http://assets.myntassets.com/v1/images/style/properties/12a35e94f39d6d0af5327dc7d3762bdd_images.jpg
Disney Kids Girl's Halter Neck Blue Kidswear,2712,3999,Girls,Apparel,Dress,Dresses,Blue,Casual,2712.jpg,http://assets.myntassets.com/v1/images/style/properties/45c9d2be693087317f84042fc4edcced_images.jpg
Doodle Girls Pink Printed Dress,52123,4499,Girls,Apparel,Dress,Dresses,Pink,Casual,52123.jpg,http://assets.myntassets.com/v1/images/style/properties/79e71e6bb1a3969bbb6994aef1e6d87e_images.jpg
Disney Kids Girl's White Minnie With Pink Lace Kidswear,3895,1660,Girls,Apparel,Topwear,Tshirts,White,Casual,3895.jpg,http://assets.myntassets.com/v1/images/style/properties/e15fe7417d72174ec8747a27c004b5bf_images.jpg
Gini and Jony Girls Striped Blue Top,39849,999,Girls,Apparel,Topwear,Tops,Blue,Casual,39849.jpg,http://assets.myntassets.com/v1/images/style/properties/b45ca9f0de9d375d3276e0eb191988d9_images.jpg
Madagascar 3 Infant Girls White Booties,37576,3999,Girls,Apparel,Socks,Booties,White,Casual,37576.jpg,http://assets.myntassets.com/v1/images/style/properties/fb0b4f85873f045107207dd9da40e56c_images.jpg
Madagascar3 Girls White Shorts,37582,1999,Girls,Apparel,Bottomwear,Shorts,White,Casual,37582.jpg,http://assets.myntassets.com/v1/images/style/properties/57db07637eef4f28453982d5cccb5e9b_images.jpg
Gini and Jony Woven Navy Blue Jeans,38501,1999,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Casual,38501.jpg,http://assets.myntassets.com/v1/images/style/properties/38c04f85c582e84aaf4f72d90dea3506_images.jpg
Madagascar 3 Infants Girls Pink Booties,37549,1599,Girls,Apparel,Socks,Booties,Pink,Casual,37549.jpg,http://assets.myntassets.com/v1/images/style/properties/652b58c0dc86f6c64d37c35da0c2858e_images.jpg
Doodle Girls Printed Red Top,35448,1299,Girls,Apparel,Topwear,Tops,Red,Casual,35448.jpg,http://assets.myntassets.com/v1/images/style/properties/bdcb051154afdf6da0a6b1010e116c35_images.jpg
Gini and Jony Girls Printed Pink Top,39847,4449,Girls,Apparel,Topwear,Tops,Pink,Casual,39847.jpg,http://assets.myntassets.com/v1/images/style/properties/9b259b5381adce3947068eb78970c5ca_images.jpg
Madagascar3 Infant Girls White Snapsuit Romper,37585,2349,Girls,Apparel,Topwear,Rompers,White,Casual,37585.jpg,http://assets.myntassets.com/v1/images/style/properties/161db47ca1a75cc57cf99dd351d6728b_images.jpg
Madagascar3 Infant Girls Light Green Spaghetti Top,37571,4995,Girls,Apparel,Topwear,Tops,Green,Casual,37571.jpg,http://assets.myntassets.com/v1/images/style/properties/3773621f9d0a099fd78c453cbe222f14_images.jpg
Gini and Jony Girls Roseatte Black Dress,41996,2899,Girls,Apparel,Dress,Dresses,Black,Casual,41996.jpg,http://assets.myntassets.com/v1/images/style/properties/f5269807c67744106c686230fa42184b_images.jpg
Gini and Jony Girls Woven Pink Pedal Pusher,38506,1499,Girls,Apparel,Bottomwear,Capris,Pink,Casual,38506.jpg,http://assets.myntassets.com/v1/images/style/properties/0fe19b1763b81265b02894e87fcd9d2a_images.jpg
Hannah Montana Girls Yellow Printed Tops,38333,1737,Girls,Apparel,Topwear,Tops,Yellow,Casual,38333.jpg,http://assets.myntassets.com/v1/images/style/properties/ca16400a4d734548059233a6cc34851f_images.jpg
Gini and Jony Girls Printed Blue T-shirt,38768,2499,Girls,Apparel,Topwear,Tshirts,Blue,Casual,38768.jpg,http://assets.myntassets.com/v1/images/style/properties/60c8febe16799a11be9df26f95d3b8a1_images.jpg
Disney Kids Girl's White Fun In The Fair Kidswear,4215,3199,Girls,Apparel,Topwear,Tshirts,White,Casual,4215.jpg,http://assets.myntassets.com/v1/images/style/properties/fc089b6f7fd2b70e7f4e07bf25647904_images.jpg
Disney Kids Girl's Blue Kidswear,2740,1799,Girls,Apparel,Topwear,Tops,Blue,Casual,2740.jpg,http://assets.myntassets.com/v1/images/style/properties/f68af9cde009efeb220efe1dd197a7f4_images.jpg
Doodle Girl's Hippie Chic White Kidswear,8414,1998,Girls,Apparel,Topwear,Tshirts,White,Casual,8414.jpg,http://assets.myntassets.com/v1/images/style/properties/b71ddd8fc49c9e1e0789239c9c4f027d_images.jpg
Mr. Men Little Miss Girls White Printed Top,38334,2299,Girls,Apparel,Topwear,Tops,White,Casual,38334.jpg,http://assets.myntassets.com/v1/images/style/properties/a061fe79adf54e1bd0e55cb1f98cef0d_images.jpg
Gini and Jony Girls Peach Top,34156,1499,Girls,Apparel,Topwear,Tops,Peach,Casual,34156.jpg,http://assets.myntassets.com/v1/images/style/properties/8dcdf51ba668145a91068c8c5bd901e6_images.jpg
Fabindia Girls Printed Purple Salwar,30730,2999,Girls,Apparel,Bottomwear,Salwar,Purple,Ethnic,30730.jpg,http://assets.myntassets.com/v1/images/style/properties/4e8a10ac79b52e72bf094e55064f067d_images.jpg
Disney Kids Girl's Yellow Kidswear,4212,4999,Girls,Apparel,Topwear,Tshirts,Yellow,Casual,4212.jpg,http://assets.myntassets.com/v1/images/style/properties/fb7495739318639c7424e132c284a62b_images.jpg
Allen Solly Kids Girls Poplin Pink Shorts,38905,3499,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,38905.jpg,http://assets.myntassets.com/v1/images/style/properties/50ca45b6073db631892ac3832b412190_images.jpg
Gini and Jony Girls Black Leggings,33148,2219,Girls,Apparel,Bottomwear,Leggings,Black,Casual,33148.jpg,http://assets.myntassets.com/v1/images/style/properties/6772242176a1bd2dcba893ed6703f387_images.jpg
Gini and Jony Girls Pink Shorts,38766,1899,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,38766.jpg,http://assets.myntassets.com/v1/images/style/properties/9097ddc9c0e1272023976f8e8da00617_images.jpg
Gini and Jony Grils Polo Striped Pink T-shirt,41301,5999,Girls,Apparel,Topwear,Tshirts,Pink,Casual,41301.jpg,http://assets.myntassets.com/v1/images/style/properties/a11870999fdfd6a85cd2b5d5dad480ee_images.jpg
Gini and Jony Girls Pink Leggings,38933,2398,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,38933.jpg,http://assets.myntassets.com/v1/images/style/properties/759f163c719a08926859815a22ec8752_images.jpg
ANT Kids Girls Solid White Short,16806,1299,Girls,Apparel,Bottomwear,Shorts,White,Casual,16806.jpg,http://assets.myntassets.com/v1/images/style/properties/cf46b60a97103f9d9e1b2eecb787519c_images.jpg
Gini and Jony Girls Printed White Top,34158,1199,Girls,Apparel,Topwear,Tops,White,Casual,34158.jpg,http://assets.myntassets.com/v1/images/style/properties/a629e45e71cb82fca4bae81bff0db070_images.jpg
Gini and Jony Girls Happy Style Blue Leggings,39011,3599,Girls,Apparel,Bottomwear,Leggings,Blue,Casual,39011.jpg,http://assets.myntassets.com/v1/images/style/properties/9f7f2477e61d460ddfee2f7ad37010f4_images.jpg
Gini and Jony Girls Black Leggings,38934,1149,Girls,Apparel,Bottomwear,Leggings,Black,Casual,38934.jpg,http://assets.myntassets.com/v1/images/style/properties/06cf310359b5321c5764ee835ca96590_images.jpg
Gini and Jony Girls White Dress,34167,1699,Girls,Apparel,Dress,Dresses,White,Casual,34167.jpg,http://assets.myntassets.com/v1/images/style/properties/7a0e5e515970f5a7c03962162fe332ce_images.jpg
Madagascar3 Infant Girls Pink Spaghetti Top,37570,3499,Girls,Apparel,Topwear,Tops,Pink,Casual,37570.jpg,http://assets.myntassets.com/v1/images/style/properties/95e3b28e7429bb1775918b749c65dc94_images.jpg
Gini And Jony Girls Striped Green Top,39846,4495,Girls,Apparel,Topwear,Tops,Green,Casual,39846.jpg,http://assets.myntassets.com/v1/images/style/properties/465ffca3c71dc060ed913c51d9f4210e_images.jpg
Madagascar3 Infant Girls Light Green Snapsuit Romper,37584,2299,Girls,Apparel,Topwear,Rompers,Green,Casual,37584.jpg,http://assets.myntassets.com/v1/images/style/properties/b0f15bb0824c42f58f306efc5355387d_images.jpg
Gini and Jony Girls Pretty Blossom Blue Top,41997,3699,Girls,Apparel,Topwear,Tops,Blue,Casual,41997.jpg,http://assets.myntassets.com/v1/images/style/properties/7ef64ce5c3f66606feea411ea2f7d721_images.jpg
Disney Kids Girl's Minnie Heart Pink Kidswear,3851,4498,Girls,Apparel,Topwear,Tshirts,Pink,Casual,3851.jpg,http://assets.myntassets.com/v1/images/style/properties/a71ecf9ada04a0522578c0d2936b8d9b_images.jpg
Gini and Jony Girls Core Green Top,41963,3399,Girls,Apparel,Topwear,Tops,Green,Casual,41963.jpg,http://assets.myntassets.com/v1/images/style/properties/bb955e5cf17ce286a156470cdf4defd8_images.jpg
Madagascar3 Infant Girls Pink Snapsuit Romper,37583,9999,Girls,Apparel,Topwear,Rompers,Pink,Casual,37583.jpg,http://assets.myntassets.com/v1/images/style/properties/0a1e68148e5bccdf6d887e3dca19a0f1_images.jpg
Gini and Jony Girls Striped Pink Top,39841,1899,Girls,Apparel,Topwear,Tops,Pink,Casual,39841.jpg,http://assets.myntassets.com/v1/images/style/properties/2b6501da5b887cc512c2733add1bea9d_images.jpg
Gini Jony Girls Printed White Top,36207,3499,Girls,Apparel,Topwear,Tops,White,Casual,36207.jpg,http://assets.myntassets.com/v1/images/style/properties/3fca0cc3f072a7ac07b2ea611dfe16e1_images.jpg
Gini and Jony Girls Woven Black Jeans,38500,860,Girls,Apparel,Bottomwear,Jeans,Black,Casual,38500.jpg,http://assets.myntassets.com/v1/images/style/properties/3e6b0cb6f9d61af7f061d53a30e996c9_images.jpg
Doodle Girls Striped Navy Blue Top,35449,999,Girls,Apparel,Topwear,Tops,Navy Blue,Casual,35449.jpg,http://assets.myntassets.com/v1/images/style/properties/950c1983b7d8f9f51c708e715eb2db43_images.jpg
Gini and Jony Girls Pretty Blossom Pink Top,41999,1799,Girls,Apparel,Topwear,Tops,Pink,Casual,41999.jpg,http://assets.myntassets.com/v1/images/style/properties/2b33efafa05748285a6ea94dd8e9d524_images.jpg
Disney Kids Girl's Pink Minnie With Green Lace Kidswear,3894,1549,Girls,Apparel,Topwear,Tshirts,Pink,Casual,3894.jpg,http://assets.myntassets.com/v1/images/style/properties/7b0ffdb902ac1859813faf2b0b085872_images.jpg
Doodle Girls Printed Red Top,35447,1699,Girls,Apparel,Topwear,Tops,Red,Casual,35447.jpg,http://assets.myntassets.com/v1/images/style/properties/c9dcf7087e1b451ae77bae42ac0a377a_images.jpg
Doodle Girls Pink Printed Dress,52125,4895,Girls,Apparel,Dress,Dresses,Pink,Casual,52125.jpg,http://assets.myntassets.com/v1/images/style/properties/2210e932090741098a9755e785bf2a3e_images.jpg
Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,3893,2499,Girls,Apparel,Topwear,Tshirts,Green,Casual,3893.jpg,http://assets.myntassets.com/v1/images/style/properties/96d65a0c90b92186ce685a63663de85d_images.jpg
Disney Kids Girl's Pink White Sweet Hunny Pack of 2 Kidswear,5215,1249,Girls,Apparel,Topwear,Tshirts,White,Casual,5215.jpg,http://assets.myntassets.com/v1/images/style/properties/c231d68afb01c9fedb8192a9809e4632_images.jpg
